"taxon","lfc_oat_G2","padj_oat_G2","lfc_oat_G3","padj_oat_G3","lfc_wheat_G2","padj_wheat_G2","lfc_wheat_G3","padj_wheat_G3","OrderName","oat_same_direction","oat_any_sig","wheat_same_direction","wheat_any_sig","anbc_oat_sig","anbc_oat_dir","anbc_wheat_sig","anbc_wheat_dir","oat_concordant","wheat_concordant","oat_arrow","wheat_arrow"
"fdb513a85a39fafe95360eec69cadc50",-25.4432942806144,6.03827300124695e-13,-1.59510758700309,0.989542090929424,-9.71410882728136,0.0130487920133289,-1.75473853292426,NA,"Rhodobacterales",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"202584e0410e749e15eaa0b3dc36620f",23.9349368460757,NA,NA,NA,NA,NA,NA,NA,"Rhizobiales_A",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"3206015154602ad2f550885ff96e466e",-24.280913355726,NA,NA,NA,-21.904195929033,NA,NA,NA,"Rhizobiales_A",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"e26286d6540544a2832f60dfdf859586",5.15737340217322,0.424666542214857,6.02950824016514,NA,0.0174625868840426,0.995169205101226,5.67240483837719,0.403119927946415,"Rhizobiales_A",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"58c0a8cf76f6b0cb40a42ccf770f67b0",-0.790058823816816,0.975146461177573,-1.82908028179559,0.852427981982508,0.015974540742829,0.995169205101226,-1.61110308932816,0.968660484860551,"Sphingomonadales",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",""
"f7228aa155bf10d455d8e02ad5f5980c",-1.32052798751877,NA,21.6290858637301,NA,8.93452280506084,0.0718436264570657,22.5946598980567,NA,"Caulobacterales",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"0aa415e2ba6a661bead2121028d9370a",-2.34974340877944,0.975146461177573,-0.297834641528901,0.989542090929424,7.0268647813525,0.142468887779778,-0.100148374813458,0.99577218501488,"Rhizobiales_A",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"",""
"fd4b547fa11d2644e71220f8141dbed2",24.5167480721493,2.70343732542711e-12,26.0717534365946,NA,24.4742482884313,1.22656976715157e-11,23.5816678573019,NA,"Unclassified Alphaproteobacteria",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"3b09c48d62fb18cfddc9cf9353cc5c0d",0.823492568014644,0.975146461177573,-2.05507355630471,0.989542090929424,0.0964120090707505,0.995169205101226,24.2638145352019,NA,"Acetobacterales",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",""
"ae16f3705ee4d4b892616eb6d9a1c133",21.9120667237682,NA,NA,NA,NA,NA,NA,NA,"Reyranellales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"c7f49d329f25df14c44c5de7bfb32112",23.3667040195319,NA,NA,NA,-24.1179303977088,NA,NA,NA,"RF32",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"56608e86a31ec3abf3104bac70d18145",-24.3232567559277,NA,NA,NA,6.20446661928913,NA,23.8773773536479,NA,"Chlamydiales",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"f1182280951cffb95bcbd92043756d94",-21.7459667660333,NA,NA,NA,-23.8012149824282,NA,NA,NA,"Unclassified Actinomycetia",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"f1170c4937094648423f1d76f7e2d8df",-0.437332716866549,0.985781522502911,2.00344635714207,0.989542090929424,1.39054857016386,0.995169205101226,-0.895826262729336,0.99577218501488,"Christensenellales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"e17563b3df444656591db2ee65e212f1",1.5084972451568,0.975146461177573,-0.0545037809293372,0.989542090929424,-0.413327722424383,0.995169205101226,0.867591840499218,0.99577218501488,"Lachnospirales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"9389cc5e24fcb8fd40794cda2f4a20f0",24.0561875838668,NA,0.0265871025463562,NA,-1.30801055449157,0.995169205101226,12.648078489076,5.78935316996001e-05,"Tissierellales",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"6b5cefcaf2c763625299668325ee6e9f",-1.871670473121,0.975146461177573,26.1831957653233,1.52232952407346e-13,-0.239019314675104,0.995169205101226,-12.8241172960842,0.000403821913998106,"Clostridiales",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"bed31d2068628f5ea4b04ff895c03c91",-0.0932888401902032,NA,-24.6783866060358,NA,-0.364583208746475,0.995169205101226,-25.6573160676501,1.38787919976525e-09,"Paenibacillales",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"e3e3014e2d09d44133f5a2cb53364b07",23.8570649292714,NA,NA,NA,NA,NA,-26.0441578515426,9.37465494015729e-10,"Alicyclobacillales",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"27ca29a04c426a28399fb0ed50f16372",2.35063173699831,0.975146461177573,25.9379521698319,1.68402652952323e-13,0.660806441209305,0.995169205101226,-1.92650588934173,NA,"Peptostreptococcales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"566c5e9da9c7d5cef504e472c2abbd60",-0.777052038720587,NA,-5.9161440377693,NA,-0.772934738707832,NA,22.7116134577359,NA,"Desulfitobacteriales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"aa935103e3f612d4a45a649b5acab4e0",0.745778440172618,0.975146461177573,-0.630713672321059,0.989542090929424,0.753020844377219,0.995169205101226,-0.0175867775770856,0.99577218501488,"Oscillospirales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"9f872c9b2b6199958b38261da0c19fe1",23.61224647591,NA,0.152323009073026,NA,2.07426293358493,0.995169205101226,-1.04391786665183,NA,"Unclassified Clostridia",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"c2a6b8375554b9e6a5eb75880d6e4504",-25.1357039388979,NA,NA,NA,24.2242878975263,1.40413278910347e-11,-25.5264701886337,1.54948551654103e-09,"Bryobacterales",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"b35e61c24debef5636f49b6fed9ad82d",-25.5663200300684,NA,NA,NA,-23.6608724590788,NA,NA,NA,"Gastranaerophilales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"ec3ee7dacd24bb66173f5d85c5d6e2e4",-24.9626637687859,1.4191988138545e-12,23.585515118865,NA,1.48205925834405,NA,23.520322296803,4.44123810979125e-08,"Solirubrobacterales",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"68733d76fa8687dccbdd9d9e8f387018",-25.4951748608461,NA,NA,NA,NA,NA,NA,NA,"UBA5794",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"cf12592db84b8fe64eff91c601ee388a",-21.625810742651,NA,-5.18619107681594,0.400407223091475,23.3630376945704,NA,NA,NA,"Unclassified Actinobacteriota",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"9b1614e795daf36d080a0409abbb7975",-24.1532903351421,NA,2.3008359208787,0.989542090929424,-0.372724880666522,0.995169205101226,NA,NA,"Acidimicrobiales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"7d952f43664b4082d9801903c3653320",-25.8835678759066,NA,NA,NA,23.1943968783981,NA,NA,NA,"Leptospirillales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"82080588026ce46c2e5cf3ff5e56fc66",-22.9188465478792,NA,NA,NA,NA,NA,NA,NA,"Bdellovibrionales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"fc327e4ececc2f4066a4fc1054bbdcab",1.10637925184361,0.975146461177573,1.65530966045503,0.989542090929424,0.48031174908556,0.995169205101226,-0.765443355977875,0.99577218501488,"Xanthomonadales",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"",""
"1120c96058d65a55df61529e403b6a47",24.8907296289929,NA,24.6901774487671,NA,NA,NA,NA,NA,"Xanthomonadales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"4888905151d87b45c37d8bfbc7c7baaa",0.595964839368364,0.975146461177573,-1.53562231693801,NA,-0.413078885880798,0.995169205101226,1.54347145116849,0.99577218501488,"Unclassified Gammaproteobacteria",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"a921f7d48c056d2365fce6b17bdfbb71",5.01559821311515,0.559520508303833,NA,NA,24.466617988696,NA,-27.1685190189379,4.54918650603427e-10,"Xanthomonadales",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"c4d6b95f55599a9777faa913ffa99aad",-23.7638710206523,NA,-25.9512210738269,NA,NA,NA,23.9285717033532,NA,"Bacillales_H",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"e1a2c54f302520b1bca56089503d77e0",1.10153466715415,0.975146461177573,21.1503191423157,NA,-1.37658355347517,NA,6.91455148474278,NA,"Unclassified Bacilli",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"59adeb7ec478fa7cb6a05ff40b9a34d2",-3.45045118128391,NA,24.133750489298,NA,4.78065746997072,NA,NA,NA,"Bacillales_A",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"0cb1a8f2800668e33b9ea3ba43e1fec6",1.07009340440403,0.975146461177573,0.196829596737995,0.989542090929424,-0.904017618139635,0.995169205101226,0.801245658307907,0.99577218501488,"Bacillales_B",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"e8820a8b0ccb14b286019c21e8bfcf00",-1.07612160425379,NA,21.4640566699218,NA,22.8623458482362,NA,NA,NA,"Bacillales_B",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"3c636322344866b001a6bb30722d7242",-4.12021459406129,NA,-26.2083605973299,1.52232952407346e-13,-23.8945038533977,NA,NA,NA,"Exiguobacterales",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"1a2518325e43623283d3ad6996e6a6dc",0.886414898985629,0.975146461177573,-0.417823816762257,0.989542090929424,0.262034581411178,0.995169205101226,-0.458383295585533,0.99577218501488,"Lactobacillales",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",""
"c3c6b35a7e7fd0a56aab3c29bd47737b",-0.00676177608552788,0.997542662833418,0.0951701418100507,0.989542090929424,1.84404753996358,NA,-0.750491903942185,0.99577218501488,"Staphylococcales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"4afd12be8b23a2d2b1932744ec60fdcd",24.804101045637,NA,13.3777775337976,0.000103005196567602,1.57074524125253,0.995169205101226,24.9276888198715,NA,"Haloplasmatales_A",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"1355ee0e4102eda4798184a58389797f",-0.653895955860961,0.975146461177573,0.356910124894179,0.989542090929424,-1.56744498205923,0.995169205101226,1.60596987394085,0.968660484860551,"Enterobacterales_A",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",""
"1342e1df4714070ba6c899351d5fbe98",1.43347834318117,0.975146461177573,0.707949040765474,0.989542090929424,-0.498904905192328,0.995169205101226,0.015122394381947,0.99577218501488,"Desulfovibrionales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"860584d8b227992f389bc4f1f068c20e",1.62376623803609,NA,20.515774555974,NA,-0.631354567917076,NA,NA,NA,"Aneurinibacillales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"9d73bb75b2b0d4355dd3834662ef61b4",-22.3465231088001,NA,-4.36003552079293,0.58428312672001,NA,NA,-26.1849092775033,8.54588082599469e-10,"Burkholderiales",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"5f9c632fdbb71b06c495aed0fa3795ea",-2.02481724590331,0.975146461177573,-26.1063649058807,1.52232952407346e-13,-0.720609741763928,0.995169205101226,-0.248411037723638,NA,"Burkholderiales",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"f65f1bdf4c9a0c2a098c5550d734cc52",-6.73183289074214,0.120621728238988,25.3819886409938,3.42028348114521e-13,-1.77150525450181,0.995169205101226,NA,NA,"Burkholderiales",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"840e9b2c8fd818543742cadaaabbacd8",0.421035097798805,0.985781522502911,5.37504546665126,0.331596466451767,-1.16307887753885,0.995169205101226,2.38289837594743,0.968660484860551,"Burkholderiales",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",""
"dc37dab042e0f652bba8cacb048bbc87",-1.07819189602881,0.975146461177573,-3.10070809307095,0.852427981982508,0.337173041016076,0.995169205101226,-0.0760084705154496,0.99577218501488,"Campylobacterales",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"",""
"0fdeaf3282ab2f5a5a768cd83c4355d4",0.0211687144392661,0.997542662833418,-0.548086504421088,0.989542090929424,-0.22406176326676,0.995169205101226,0.760741905791667,0.99577218501488,"Burkholderiales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"7f8923e6de6b6a07954cfbfc8ffa0e9b",1.14555763205646,NA,NA,NA,-1.17189775628656,0.995169205101226,NA,NA,"Steroidobacterales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"f36c161e4341ca7c0fd5d7615f736706",-0.450482153708633,0.975146461177573,-0.0244975973520374,0.989542090929424,0.0653315803218984,0.995169205101226,-0.349540828926424,0.99577218501488,"Pseudomonadales",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",""
"5f92ec0b039c9127715e033a44803b16",0.105117339274041,0.997542662833418,2.01776454490556,0.885932858953235,0.273097521090114,0.995169205101226,0.213205585220168,0.99577218501488,"Pseudomonadales",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"",""
"eb6cbd27c7d568fe500ff82ee43b962f",NA,NA,-5.26800100581476,NA,NA,NA,NA,NA,"Saccharimonadales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"aed55ba99c56a108bd2dd2770cdcadd5",NA,NA,-5.7174171662376,NA,-23.8079332775766,NA,NA,NA,"UBA6257",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"8745a29941fca9db8eff9653b35baf42",NA,NA,22.9374264596868,NA,NA,NA,NA,NA,"QHBO01",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"514fc8efcc6a30607411c0c1aba9462b",NA,NA,-27.1706894137802,NA,NA,NA,NA,NA,"Pyrinomonadales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"8c9a21b986cababce8e7b9a0fe2defea",NA,NA,25.0828873465408,5.85022507268671e-13,0.739312229386081,0.995169205101226,NA,NA,"Unclassified Bacteroidia",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"dcfdd81870b4fa980f817c07e08e4925",NA,NA,-22.6818836384959,NA,-3.19165249768375,NA,12.3691548064614,0.00168076652319992,"Flavobacteriales",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"2f17938c3dd36d203bc84e2d9478506b",NA,NA,22.9361933710119,NA,NA,NA,NA,NA,"Gemmatimonadales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"958194b71dba50f260d4b31057cc2ca1",NA,NA,-1.99911932545684,0.989542090929424,NA,NA,NA,NA,"Unclassified Negativicutes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"7b4332d9b4fef3874246194bff33039e",NA,NA,-1.56655014489527,NA,21.7617023258186,NA,NA,NA,"Mycoplasmatales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"a0b7d7ad0d2e67087cc5d0a04dab7b41",NA,NA,-23.6608079365665,NA,-23.878881962951,NA,NA,NA,"Rhizobiales_A",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"a4252c85e0f176a7da5dc802d28b6fda",NA,NA,24.9121590213094,NA,NA,NA,NA,NA,"Dongiales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"51202c1296df14199a504c3624320f17",NA,NA,24.5674131358602,NA,NA,NA,NA,NA,"Rickettsiales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"9e5949b0b1b6380b202751c036548568",NA,NA,-0.58385091413858,NA,22.331211985491,NA,NA,NA,"Thermoactinomycetales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"210bc7b4072ff6d3d85b96ca74593645",NA,NA,-6.47706325084731,NA,NA,NA,NA,NA,"Unclassified Acidimicrobiia",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"8ba690413c85a2d1ca07752c7530803c",NA,NA,24.9333250743641,NA,-0.300042267748967,NA,NA,NA,"Acidithiobacillales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"8f09d0e9a896102f0926d8ddf73e7eb7",NA,NA,-24.809780304322,NA,3.51553452501101,0.995169205101226,-2.0957050292253,NA,"Burkholderiales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"c52225a74d118e32d0834853b27159b5",NA,NA,23.8237370257406,NA,-6.85702175309891,0.226026372633058,23.7736608398989,NA,"DSM-16500",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"dfbeb16dc2a296d2c4e5c21e28455dd2",NA,NA,NA,NA,0.744709517893436,0.995169205101226,NA,NA,"Paceibacterales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
"a6577b0941775769269b8dd91a1d44ec",NA,NA,NA,NA,-22.3546265663189,NA,NA,NA,"RBG-16-68-12",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",""
