"taxon","lfc_oat_G2","padj_oat_G2","lfc_oat_G3","padj_oat_G3","lfc_wheat_G2","padj_wheat_G2","lfc_wheat_G3","padj_wheat_G3","OrderName","oat_same_direction","oat_any_sig","oat_arrow","wheat_same_direction","wheat_any_sig","wheat_arrow"
"835c646a619cfb59f032918f6d6724b1",-25.7083118572983,6.03827718524988e-13,25.5956460763047,2.45889919575904e-13,-4.06247548457574,0.984635073753912,NA,NA,"Thermoplasmatales",FALSE,TRUE,"",FALSE,FALSE,""
"6d04abd9e6bdf4989949634a5735a002",0.336684397859314,NA,NA,NA,NA,NA,NA,NA,"Micrarchaeales",FALSE,FALSE,"",FALSE,FALSE,""
"028fdac2f188769b60fd4cf260372fcb",-21.1344452592698,NA,NA,NA,NA,NA,NA,NA,"Peribacterales",FALSE,FALSE,"",FALSE,FALSE,""
"0dcefd65571849dd41395e1d88748cee",23.8415495056954,NA,-21.5506670980193,NA,-1.05927287354916,NA,NA,NA,"Verrucomicrobiales",FALSE,FALSE,"",FALSE,FALSE,""
"f7f640f0a3598e296a8b9c160258f919",23.7836423783564,NA,NA,NA,NA,NA,NA,NA,"Methylacidiphilales",FALSE,FALSE,"",FALSE,FALSE,""
"050d101aa8c55d897943814d09a3a7a7",-22.8083680409516,NA,NA,NA,NA,NA,NA,NA,"UBA2199",FALSE,FALSE,"",FALSE,FALSE,""
"341476ed2ddccd9b810f20810c2169b1",0.535692869315494,0.975146461204518,1.1233456367442,0.989542090929423,1.28566686588246,0.995169205101226,0.976478087430769,0.99577218501488,"Acidobacteriales",TRUE,FALSE,"",TRUE,FALSE,""
"f0fe173a356d624ed9d087e5e114d9d8",-24.9200896555924,NA,-0.22960785854328,NA,NA,NA,23.6335792870135,NA,"Anaerolineales",TRUE,FALSE,"",FALSE,FALSE,""
"2e57b76efd5a2048c37546212f61eed8",-24.5097835861454,NA,25.1396528085435,NA,23.2921119024024,NA,NA,NA,"Limnocylindrales",FALSE,FALSE,"",FALSE,FALSE,""
"1991586b6583c5d8e5e5db978e7249c3",-23.6981754609329,NA,NA,NA,23.1606914387099,NA,NA,NA,"UBA7540",FALSE,FALSE,"",FALSE,FALSE,""
"efc1ec27585ebab02453b0b3ad210d4a",5.92836695344829,NA,NA,NA,0.442380760475718,0.995169205101226,NA,NA,"Cytophagales",FALSE,FALSE,"",FALSE,FALSE,""
"4e75934a4bf4dfd06f7ef1ec24c6c72c",-22.5085882178766,NA,NA,NA,-21.3414265529089,NA,NA,NA,"AKYH767",FALSE,FALSE,"",FALSE,FALSE,""
"609ec913c0ebb5d9e633a384d60b8fc1",-24.4267678851189,2.88194929348731e-12,24.3427232907914,NA,0.107738249652884,0.995169205101226,NA,NA,"Chitinophagales",FALSE,TRUE,"",FALSE,FALSE,""
"e48f184a1738f2ab51d3dd37db99ee47",24.6633370762018,2.28800246193818e-12,NA,NA,NA,NA,NA,NA,"Sphingobacteriales",FALSE,TRUE,"",FALSE,FALSE,""
"cba990f8b3d42525af59136619c45353",0.412505400069476,0.975146461204518,0.754356107853198,0.989542090929423,-0.279596565129398,0.995169205101226,-0.0324002351082104,0.99577218501488,"Bacteroidales",TRUE,FALSE,"",TRUE,FALSE,""
"fef04cf977569f3ccadd9511eee52ad5",23.9431562123988,NA,NA,NA,23.3356258479861,NA,NA,NA,"Baltobacterales",FALSE,FALSE,"",FALSE,FALSE,""
"0f79094cae6cd434ba058b9fdd88d61d",25.5439227223442,6.03827718524988e-13,21.6417648008843,NA,-0.637326401546052,NA,NA,NA,"Fusobacteriales",TRUE,TRUE,"↑O",FALSE,FALSE,""
"6784ec90ade80686afc929fe409b8ac2",1.39619173493011,0.975146461204518,NA,NA,-0.659752670815153,NA,-26.7865983389098,4.54918562147364e-10,"Fusobacteriales",FALSE,FALSE,"",TRUE,TRUE,"↓W"
"112b8e495108a34b906472ab88df2e8c",-6.18216071860606,NA,NA,NA,22.6285696547031,NA,NA,NA,"Deinococcales",FALSE,FALSE,"",FALSE,FALSE,""
"0c1588fa28cc4e51970a81953867347f",23.118269421355,NA,NA,NA,1.16753756663142,NA,NA,NA,"Pirellulales",FALSE,FALSE,"",FALSE,FALSE,""
"f6fae744fd0df8cf57216d09b74c0c54",-0.708155113287126,0.975146461204518,-1.31758888626511,NA,0.675874587007938,0.995169205101226,NA,NA,"Isosphaerales",TRUE,FALSE,"",FALSE,FALSE,""
"29bf965f923ca78447764713e8f2c56a",-24.7856030853216,NA,NA,NA,24.0720343539918,NA,NA,NA,"Chitinivibrionales",FALSE,FALSE,"",FALSE,FALSE,""
"a2623a81506363cd410718d6f0a784c5",0.802565812298456,0.975146461204518,2.35880263678449,0.989542090929423,-0.640596766646536,0.995169205101226,0.452504952734614,0.99577218501488,"Veillonellales",TRUE,FALSE,"",FALSE,FALSE,""
"ad4cd5d588129069899b6d0c45e64102",-0.702978314510589,0.975146461204518,-0.18129091862575,0.989542090929423,-0.238403072312735,0.995169205101226,0.48788057110852,0.99577218501488,"Actinomycetales",TRUE,FALSE,"",FALSE,FALSE,""
"bbde64bb39e1bcd06e22178c3b164a75",6.12837436037388,NA,4.42939579621886,0.331596460735736,5.60321211453256,NA,2.3901484034313,0.96866048486055,"Propionibacteriales",TRUE,FALSE,"",TRUE,FALSE,""
"14569551c45f41dc37a8a789b6c34e93",-1.07432968821747,0.975146461204518,23.4035206900077,NA,0.701254690188462,NA,20.4020612664982,NA,"Streptosporangiales",FALSE,FALSE,"",TRUE,FALSE,""
"cdecb1c00aad4c9ee55bdae8d8c154d7",-1.3720456750852,0.975146461204518,-0.18233159908262,0.989542090929423,0.223948310266132,0.995169205101226,-1.19767279361985,0.99577218501488,"Mycobacteriales",TRUE,FALSE,"",FALSE,FALSE,""
"7e51b4b16965ac6a7d65eea594ecfeba",25.5239660026749,6.03827718524988e-13,NA,NA,-24.9478724947435,8.66888885583766e-12,NA,NA,"Ktedonobacterales",FALSE,TRUE,"",FALSE,TRUE,""
"01ed22048e8df4236768e3d7bea94c41",24.0954245903623,NA,23.5921426631229,NA,-0.246340156441277,0.995169205101226,NA,NA,"Coriobacteriales",TRUE,FALSE,"",FALSE,FALSE,""
"a6684ce7c07660834ac05d6a898e43d5",-0.0408590137714189,0.997542662833418,-0.333300706612705,0.989542090929423,0.693616225707437,0.995169205101226,-0.132830174320277,0.99577218501488,"Erysipelotrichales",TRUE,FALSE,"",FALSE,FALSE,""
"990d16ab4495e7a080cc7ea6d3b6602e",22.3724080295873,NA,NA,NA,NA,NA,NA,NA,"UBA5066",FALSE,FALSE,"",FALSE,FALSE,""
"7728dcc32fd62163bbcd131499f3644d",1.64674285656068,0.975146461204518,25.6118899552868,2.45889919575904e-13,23.595783755347,4.0288738597724e-11,20.0107289906465,NA,"Desulfobulbales",TRUE,TRUE,"↑O",TRUE,TRUE,"↑W"
"6c0daa89686e1183f155306637ce7ac4",-24.6672181441896,NA,NA,NA,NA,NA,NA,NA,"Geobacterales",FALSE,FALSE,"",FALSE,FALSE,""
"61c080a2b30136df6c80642b1926c78e",-23.7636150092009,NA,NA,NA,NA,NA,NA,NA,"SZUA-149",FALSE,FALSE,"",FALSE,FALSE,""
"f678158684fc17d8c7b44b7e124491e5",23.5924337082005,NA,NA,NA,NA,NA,NA,NA,"UBA796",FALSE,FALSE,"",FALSE,FALSE,""
"7f9ee874b3f3cfa66c521ee9b16a71e0",-0.224754761254362,NA,NA,NA,-24.4470514965598,NA,NA,NA,"Desulfomonilales",FALSE,FALSE,"",FALSE,FALSE,""
"fa5a3856d765788bbb43e6c6e8f7ee9d",-24.3011145016537,NA,NA,NA,NA,NA,NA,NA,"UBA4151",FALSE,FALSE,"",FALSE,FALSE,""
"707719bd2799b834ba0e74112fa489a0",23.5087689564765,NA,NA,NA,-24.6840503079251,NA,NA,NA,"Myxococcales",FALSE,FALSE,"",FALSE,FALSE,""
"cd96dc701c49df0b227c915d9ce9bc75",-2.75883753074485,0.975146461204518,NA,NA,NA,NA,22.809222327337,NA,"Polyangiales",FALSE,FALSE,"",FALSE,FALSE,""
"30688358cee6df00f97a09297ddf5434",22.6361322803507,NA,NA,NA,22.8144107133273,NA,-26.6169729041405,4.54918562147364e-10,"Micropepsales",FALSE,FALSE,"",FALSE,TRUE,""
"fdb513a85a39fafe95360eec69cadc50",-25.443293974078,6.03827718524988e-13,-1.59510758700683,0.989542090929423,-9.71410882728136,0.013048792013329,-1.7547385331022,NA,"Rhodobacterales",TRUE,TRUE,"↓O",TRUE,TRUE,"↓W"
"202584e0410e749e15eaa0b3dc36620f",23.9349351249055,NA,NA,NA,NA,NA,NA,NA,"Rhizobiales_A",FALSE,FALSE,"",FALSE,FALSE,""
"3206015154602ad2f550885ff96e466e",-24.280913466992,NA,NA,NA,-21.9041958084697,NA,NA,NA,"Rhizobiales_A",FALSE,FALSE,"",FALSE,FALSE,""
"e26286d6540544a2832f60dfdf859586",5.15737340217322,0.424666542214857,6.02950824016514,NA,0.0174625868840423,0.995169205101226,5.67240483837719,0.403119927946415,"Rhizobiales_A",TRUE,FALSE,"",TRUE,FALSE,""
"58c0a8cf76f6b0cb40a42ccf770f67b0",-0.790058823816816,0.975146461204518,-1.82908028179559,0.852427981984873,0.0159745407428262,0.995169205101226,-1.61110308932816,0.96866048486055,"Sphingomonadales",TRUE,FALSE,"",FALSE,FALSE,""
"f7228aa155bf10d455d8e02ad5f5980c",-1.32052798758025,NA,21.6290855876082,NA,8.93452280506083,0.0718436264570661,22.5946713247287,NA,"Caulobacterales",FALSE,FALSE,"",TRUE,FALSE,""
"0aa415e2ba6a661bead2121028d9370a",-2.34974340877944,0.975146461204518,-0.2978346415289,0.989542090929423,7.02686478133222,0.142468887782144,-0.100148374813462,0.99577218501488,"Rhizobiales_A",TRUE,FALSE,"",FALSE,FALSE,""
"fd4b547fa11d2644e71220f8141dbed2",24.5167482352312,2.70343636395766e-12,26.0717534500523,NA,24.474248293928,1.22656975247305e-11,23.5814374385923,NA,"Unclassified Alphaproteobacteria",TRUE,TRUE,"↑O",TRUE,TRUE,"↑W"
"3b09c48d62fb18cfddc9cf9353cc5c0d",0.823492584211037,0.975146461204518,-2.0550735562191,0.989542090929423,0.0964120090707524,0.995169205101226,24.2638143485636,NA,"Acetobacterales",FALSE,FALSE,"",TRUE,FALSE,""
"ae16f3705ee4d4b892616eb6d9a1c133",21.91206682348,NA,NA,NA,NA,NA,NA,NA,"Reyranellales",FALSE,FALSE,"",FALSE,FALSE,""
"c7f49d329f25df14c44c5de7bfb32112",23.3666896801581,NA,NA,NA,-24.1179566675932,NA,NA,NA,"RF32",FALSE,FALSE,"",FALSE,FALSE,""
